Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,Car_ID,Brand,Car_Age,Price_Per_Km,Mileage_kmkg,Mileage_kmpl,Fuel_Efficiency,Engine_In_CC,Car_Type,Power_In_BHP
Maruti Swift Vdi,Chennai,2016,35000,Diesel,Manual,First,5,,6.25,J9RD,Maruti,9,0.0001786,,22.9,high,1248.0,Sedan,74.0
Mercedes-Benz S Class 2005 2013 S 500,Kolkata,2010,35277,Petrol,Automatic,First,5,,30.0,Y7PO,Mercedes-Benz,15,0.0008504,,7.81,low,5461.0,Supercar,362.9
Skoda Rapid 1.5 Tdi At Elegance Plus Black Package,Coimbatore,2016,54620,Diesel,Automatic,First,5,,9.86,QA1O,Skoda,9,0.0001805,,21.66,high,1498.0,Sedan,103.52
Skoda Superb Elegance 2.0 Tdi Cr At,Pune,2012,136997,Diesel,Automatic,First,5,,8.5,GVYZ,Skoda,13,6.2e-05,,17.2,high,1968.0,SUV,138.1
Hyundai Eon Magna Plus,Kochi,2019,14322,Petrol,Manual,First,5,,4.23,N78O,Hyundai,6,0.0002953,,21.1,high,814.0,Hatchback,55.2
Volkswagen Polo Diesel Trendline 1.2L,Jaipur,2012,65634,Diesel,Manual,First,5,,3.5,P6YK,Volkswagen,13,5.33e-05,,22.07,high,1199.0,Hatchback,73.9
Datsun Go Nxt,Kolkata,2016,6000,Petrol,Manual,First,5,,2.5,5MNF,Datsun,9,0.0004167,,20.63,high,1198.0,Hatchback,67.06
Honda Brio S Mt,Kolkata,2013,33280,Petrol,Manual,First,5,,2.39,AASX,Honda,12,7.18e-05,,19.4,high,1198.0,Hatchback,86.8
Mercedes-Benz B Class B180,Delhi,2013,29000,Petrol,Automatic,First,5,,11.25,2T6L,Mercedes-Benz,12,0.0003879,,14.8,medium,1595.0,Sedan,120.7
Honda City I Dtec V,Kochi,2015,42831,Diesel,Manual,First,5,,7.11,E4QK,Honda,10,0.000166,,26.0,high,1498.0,Sedan,98.6
Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2016,90000,Diesel,Manual,First,7,,10.9,0QU7,Toyota,9,0.0001211,,12.99,medium,2494.0,SUV,100.6
Maruti Swift Vxi Optional,Ahmedabad,2017,24005,Petrol,Manual,First,5,,6.2,MEEO,Maruti,8,0.0002583,,20.4,high,1197.0,Hatchback,81.8
Mahindra Xuv500 W8 2Wd,Mumbai,2012,32792,Diesel,Manual,First,7,,7.9,VFQV,Mahindra,13,0.0002409,,15.1,high,2179.0,SUV,140.0
Ford Ecosport 1.5 Dv5 Mt Ambiente,Kochi,2014,147898,Diesel,Manual,First,5,,4.42,2KOX,Ford,11,2.99e-05,,22.7,high,1498.0,Sedan,89.84
Toyota Fortuner 4X2 Manual,Mumbai,2012,131765,Diesel,Manual,First,7,,13.5,F4O7,Toyota,13,0.0001025,,13.0,medium,2982.0,Luxury Car,168.5
Volkswagen Vento 1.5 Highline Plus At 16 Alloy,Chennai,2013,65000,Diesel,Automatic,First,5,,6.25,V5SS,Volkswagen,12,9.62e-05,,21.5,high,1498.0,Sedan,108.5
Ford Figo Diesel Titanium,Jaipur,2010,66123,Diesel,Manual,Second,5,,2.1,0E56,Ford,15,3.18e-05,,20.0,high,1399.0,Sedan,68.0
Bmw X5 Xdrive 30D,Mumbai,2015,41000,Diesel,Automatic,First,5,,45.0,K7IG,Bmw,10,0.0010976,,15.3,high,2993.0,Luxury Car,258.0
Mercedes-Benz New C-Class C 220 Cdi Style,Coimbatore,2017,23550,Diesel,Automatic,First,5,,33.66,ESGB,Mercedes-Benz,8,0.0014293,,19.27,high,2143.0,SUV,167.62
Honda Brio V Mt,Bangalore,2012,45000,Petrol,Manual,Second,5,,3.65,FKB4,Honda,13,8.11e-05,,19.4,high,1198.0,Hatchback,86.8
Hyundai I10 Magna 1.2,Delhi,2013,60000,Petrol,Manual,First,5,,2.75,HQBO,Hyundai,12,4.58e-05,,20.36,high,1197.0,Hatchback,78.9
Mercedes-Benz Glc 220,Bangalore,2016,44414,Diesel,Automatic,First,5,,42.5,HZCW,Mercedes-Benz,9,0.0009569,,17.9,high,2143.0,SUV,170.0
Hyundai Grand I10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,First,5,7.39 Lakh,6.5,17JC,Hyundai,6,0.0065,,18.9,high,1197.0,Hatchback,81.86
Audi A6 2011-2015 2.0 Tdi Premium Plus,Mumbai,2012,62500,Diesel,Automatic,Second,5,,19.0,ND6M,Audi,13,0.000304,,17.68,high,1968.0,SUV,174.33
Volkswagen Vento Petrol Highline At,Mumbai,2013,21000,Petrol,Automatic,Second,5,,4.45,4P0D,Volkswagen,12,0.0002119,,14.4,medium,1598.0,Sedan,103.6
Mini Countryman Cooper D,Jaipur,2017,8525,Diesel,Automatic,Second,5,,23.0,AD3G,Mini,8,0.0026979,,16.6,high,1998.0,SUV,112.0
Hyundai I20 Asta 1.4 Crdi,Bangalore,2014,29000,Diesel,Manual,First,5,,8.35,9IAV,Hyundai,11,0.0002879,,22.54,high,1396.0,Sedan,88.73
Audi A6 2011-2015 2.0 Tdi Premium Plus,Mumbai,2014,40000,Diesel,Automatic,First,5,,22.95,OC7W,Audi,11,0.0005737,,17.68,high,1968.0,SUV,174.33
Chevrolet Beat Diesel Lt,Jaipur,2012,88000,Diesel,Manual,First,5,,1.5,3M57,Chevrolet,13,1.7e-05,,25.44,high,936.0,Hatchback,57.6
Skoda Superb Elegance 1.8 Tsi At,Kochi,2012,53537,Petrol,Automatic,First,5,,6.89,J7GH,Skoda,13,0.0001287,,13.7,medium,1798.0,SUV,157.75
Ford Fiesta 1.4 Tdci Exi Limited Edition,Chennai,2006,216000,Diesel,Manual,Second,5,,1.45,HYD2,Ford,19,6.7e-06,,17.8,high,1399.0,Sedan,68.0
Bmw 5 Series 520D Luxury Line,Hyderabad,2014,51000,Diesel,Automatic,First,5,69.47 Lakh,33.5,Z70M,Bmw,11,0.0006569,,22.48,high,1995.0,SUV,190.0
Chevrolet Optra Magnum 1.6 Ls Bs3,Jaipur,2007,118500,Petrol,Manual,First,5,,1.25,RZEP,Chevrolet,18,1.05e-05,,12.9,medium,1598.0,Sedan,102.5
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,First,5,,4.2,KG37,Volkswagen,13,6.67e-05,,22.07,high,1199.0,Hatchback,73.9
Renault Lodgy 110Ps Rxz 8 Seater,Mumbai,2015,25000,Diesel,Manual,First,8,,6.75,352P,Renault,10,0.00027,,19.98,high,1461.0,Sedan,108.5
Mercedes-Benz E-Class E250 Cdi Avantgrade,Bangalore,2014,37382,Diesel,Automatic,First,5,,32.0,UW0I,Mercedes-Benz,11,0.000856,,13.0,medium,2143.0,SUV,201.1
Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,First,5,8.78 Lakh,7.5,GP1L,Maruti,8,0.0003027,,21.4,high,1197.0,Hatchback,83.1
Hyundai Verna 1.6 Sx,Delhi,2012,62000,Diesel,Manual,First,5,,4.6,PMG4,Hyundai,13,7.42e-05,,22.32,high,1582.0,Sedan,126.32
Hyundai I10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,First,5,,4.04,P86B,Hyundai,8,7.72e-05,,19.81,high,1086.0,Hatchback,68.05
Mahindra Scorpio 1.99 S10 4Wd,Kochi,2016,56739,Diesel,Manual,First,7,,10.31,RQFV,Mahindra,9,0.0001817,,15.4,high,1997.0,SUV,120.0
Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,5,,55.76,7AOB,Land Rover,7,0.001545,,12.7,medium,2179.0,SUV,187.7
Ford Figo Diesel Zxi,Chennai,2010,120000,Diesel,Manual,First,5,,2.6,CNDB,Ford,15,2.17e-05,,20.0,high,1399.0,Sedan,68.0
Maruti Ertiga Zdi,Mumbai,2016,33000,Diesel,Manual,First,7,12.74 Lakh,8.5,LZGF,Maruti,9,0.0002576,,25.47,high,1248.0,Sedan,88.5
Honda City 1.5 Gxi,Ahmedabad,2007,60006,Petrol,Manual,First,5,,2.95,NLEA,Honda,18,4.92e-05,,18.26422256432813,high,1333.5967963386727,Sedan,97.10749623493976
Honda Amaze S I-Dtech,Kolkata,2014,52000,Diesel,Manual,First,5,,3.5,WRRO,Honda,11,6.73e-05,,25.8,high,1498.0,Sedan,98.6
Hyundai I10 Magna,Jaipur,2015,43571,Petrol,Manual,First,5,,3.55,CCRR,Hyundai,10,8.15e-05,,20.36,high,1197.0,Hatchback,78.9
Honda Amaze S I-Dtech,Kolkata,2013,50000,Diesel,Manual,First,5,,3.25,PMKO,Honda,12,6.5e-05,,25.8,high,1498.0,Sedan,98.6
Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,5,,4.5,1UWW,Skoda,17,3.98e-05,,17.5,high,1896.0,SUV,106.0
Renault Duster 85Ps Diesel Rxl,Delhi,2014,90000,Diesel,Manual,First,5,,5.35,0DI0,Renault,11,5.94e-05,,19.87,high,1461.0,Sedan,83.8
Mahindra Nuvosport N6,Chennai,2017,29000,Diesel,Manual,Second,7,10.52 Lakh,6.5,1FV6,Mahindra,8,0.0002241,,17.45,high,1493.0,Sedan,100.0
Maruti Vitara Brezza Zdi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,5,11.98 Lakh,9.0,9CXX,Maruti,9,0.00045,,24.3,high,1248.0,Sedan,88.5
Hyundai I20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,5,,6.0,NW50,Hyundai,9,9.83e-05,,18.6,high,1197.0,Hatchback,81.83
Skoda Fabia 1.4 Mpi Ambiente,Jaipur,2009,87459,Petrol,Manual,First,5,,2.75,T0HU,Skoda,16,3.14e-05,,14.7,medium,1390.0,Sedan,85.0
Tata Indigo Ecs Glx,Pune,2010,70500,Petrol,Manual,First,5,,1.5,R8AA,Tata,15,2.13e-05,,15.64,high,1193.0,Hatchback,64.1
Audi Q3 2012-2015 35 Tdi Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,5,,19.9,R8D6,Audi,10,0.0003104,,15.73,high,1968.0,SUV,174.33
Skoda Octavia Elegance 1.8 Tsi At,Mumbai,2014,76000,Petrol,Automatic,First,5,,10.0,Y7RS,Skoda,11,0.0001316,,14.7,medium,1798.0,SUV,177.5
Toyota Etios Liva Gd Sp,Delhi,2014,104000,Diesel,Manual,First,5,,3.0,14FF,Toyota,11,2.88e-05,,23.59,high,1364.0,Sedan,67.06
Maruti Swift 1.3 Vxi,Kolkata,2010,42001,Petrol,Manual,First,5,,2.11,PL94,Maruti,15,5.02e-05,,16.1,high,1333.5967963386727,Sedan,97.10749623493976
Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,5,,11.96,UX5K,Mercedes-Benz,11,0.0003211,,14.8,medium,1595.0,Sedan,120.7
Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,5,8.54 Lakh,3.25,89TE,Honda,12,7.22e-05,,27.4,high,1498.0,Sedan,98.6
Hyundai Verna 1.6 Sx,Jaipur,2012,117837,Diesel,Manual,Second,5,,4.75,1OCS,Hyundai,13,4.03e-05,,22.32,high,1582.0,Sedan,126.32
Renault Duster 85Ps Diesel Rxl Optional,Mumbai,2014,30000,Diesel,Manual,First,5,,5.95,T9RH,Renault,11,0.0001983,,20.46,high,1461.0,Sedan,83.8
Hyundai Creta 1.6 Vtvt S,Delhi,2015,27057,Petrol,Manual,Second,5,,8.15,T4PV,Hyundai,10,0.0003012,,15.29,high,1591.0,Sedan,121.3
Maruti Wagon R Amt Vxi,Mumbai,2016,8500,Petrol,Automatic,First,5,,4.22,YAO3,Maruti,9,0.0004965,,20.51,high,998.0,Hatchback,67.0
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,5,,10.5,0355,Mercedes-Benz,15,0.0003443,,11.74,medium,1796.0,SUV,186.0
Audi A8 L 3.0 Tdi Quattro,Delhi,2012,56000,Diesel,Automatic,First,5,,45.0,O61Z,Audi,13,0.0008036,,11.8,medium,2967.0,Luxury Car,246.7
Hyundai I10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,5,,2.9,3V2W,Hyundai,13,6.59e-05,,19.81,high,1086.0,Hatchback,68.05
Skoda Rapid 1.6 Mpi At Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,5,,8.9,UK44,Skoda,8,0.0008476,,14.3,medium,1598.0,Sedan,103.52
Skoda Superb Style 1.8 Tsi At,Hyderabad,2017,26000,Petrol,Automatic,First,5,33.58 Lakh,26.0,EZDC,Skoda,8,0.001,,14.67,medium,1798.0,SUV,177.46
Hyundai I20 Active 1.2 Sx,Coimbatore,2018,25166,Petrol,Manual,First,5,,8.22,MV13,Hyundai,7,0.0003266,,17.19,high,1197.0,Hatchback,81.86
Honda Amaze Vx I-Dtec,Kolkata,2014,64000,Diesel,Manual,Second,5,,3.5,G7MN,Honda,11,5.47e-05,,25.8,high,1498.0,Sedan,98.6
Maruti Wagon R Lxi,Chennai,2004,61000,Petrol,Manual,Second,5,,1.25,5CJU,Maruti,21,2.05e-05,,18.9,high,998.0,Hatchback,67.1
Mahindra Verito 1.5 D4 Bsiv,Hyderabad,2013,107000,Diesel,Manual,First,5,9.12 Lakh,3.7,IASF,Mahindra,12,3.46e-05,,21.03,high,1461.0,Sedan,65.0
Mercedes-Benz New C-Class C 220D Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,5,,39.41,5RD3,Mercedes-Benz,7,0.0013515,,19.27,high,2143.0,SUV,167.62
Maruti Wagon R Vxi,Kolkata,2013,32000,Petrol,Manual,First,5,5.29 Lakh,2.65,PED3,Maruti,12,8.28e-05,,22.5,high,998.0,Hatchback,67.04
Nissan Terrano Xv Premium 110 Ps Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,5,,8.92,KIIK,Nissan,10,0.0001932,,19.01,high,1461.0,Sedan,108.5
Maruti Swift Vdi Bsiv,Delhi,2013,47000,Diesel,Manual,First,5,,4.1,QLMW,Maruti,12,8.72e-05,,17.8,high,1248.0,Sedan,127.9431071655041
Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,4,44.28 Lakh,35.67,H6J4,Mini,8,0.0013549,,16.82,high,1998.0,SUV,189.08
Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,5,,3.6,RSD6,Ford,10,5.11e-05,,17.809450853714814,high,1498.0,Sedan,99.0
Tata Indica V2 Dls Bsii,Jaipur,2007,200000,Diesel,Manual,Second,5,,0.85,ZTWQ,Tata,18,4.2e-06,,17.2,high,1396.0,Sedan,53.5
Chevrolet Beat Lt,Kochi,2016,60813,Petrol,Manual,Second,5,,3.32,X7CL,Chevrolet,9,5.46e-05,,18.6,high,1199.0,Hatchback,76.8
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,5,,3.6,LYMM,Volkswagen,13,8e-05,,22.07,high,1199.0,Hatchback,73.9
Maruti Swift Zdi,Hyderabad,2016,64000,Diesel,Manual,First,5,,6.8,P1QO,Maruti,9,0.0001062,,22.9,high,1248.0,Sedan,74.0
Ford Figo Diesel Exi,Kolkata,2012,41284,Diesel,Manual,First,5,,2.5,20XD,Ford,13,6.06e-05,,20.0,high,1399.0,Sedan,68.05
Toyota Innova Crysta 2.8 Gx At,Kochi,2019,14165,Diesel,Automatic,First,7,20.74 Lakh,19.64,DSIC,Toyota,6,0.0013865,,11.36,medium,2755.0,Luxury Car,171.5
Hyundai Santa Fe 4X4 At,Mumbai,2011,67000,Diesel,Automatic,Second,7,,7.0,2UQG,Hyundai,14,0.0001045,,11.72,medium,2199.0,SUV,194.3
Honda City I-Vtec V,Kolkata,2011,32572,Petrol,Manual,First,5,11.74 Lakh,3.87,D9A2,Honda,14,0.0001188,,17.4,high,1497.0,Sedan,117.3
Hyundai I20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,5,,6.27,HU3H,Hyundai,7,0.0004191,,18.6,high,1197.0,Hatchback,81.83
Mercedes-Benz New C-Class C 220D Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,5,,18.12,GQ2N,Mercedes-Benz,10,0.0003237,,19.27,high,2143.0,SUV,167.62
Chevrolet Beat Diesel Lt,Mumbai,2013,74000,Diesel,Manual,First,5,,2.65,M8DL,Chevrolet,12,3.58e-05,,25.44,high,936.0,Hatchback,57.6
Hyundai I20 Sportz 1.4 Crdi,Kochi,2015,56847,Diesel,Manual,First,5,,7.2,NE7I,Hyundai,10,0.0001267,,22.54,high,1396.0,Sedan,88.73
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,7,,14.3,K62Y,Toyota,10,0.0001178,,12.99,medium,2494.0,SUV,100.6
Maruti Ertiga Vdi,Chennai,2013,52000,Diesel,Manual,First,7,,6.9,42IR,Maruti,12,0.0001327,,20.77,high,1248.0,Sedan,88.76
Toyota Innova 2.5 V Diesel 7-Seater,Mumbai,2014,118000,Diesel,Manual,First,7,,10.75,BT8T,Toyota,11,9.11e-05,,12.8,medium,2494.0,SUV,102.0
Hyundai Santro Xing Xo Erlx Euro Ii,Mumbai,2007,72000,Petrol,Manual,Third,5,,0.95,B1H7,Hyundai,18,1.32e-05,,17.0,high,1086.0,Hatchback,97.10749623493976
Honda City I Vtec V,Kochi,2016,33915,Petrol,Manual,First,5,,8.09,3Z9O,Honda,9,0.0002385,,17.8,high,1497.0,Sedan,117.3
Bmw X1 Sdrive20D,Ahmedabad,2014,82002,Diesel,Automatic,First,5,,18.5,UBOP,Bmw,11,0.0002256,,17.05,high,1995.0,SUV,184.0
Hyundai Grand I10 Crdi Era,Mumbai,2017,33000,Diesel,Manual,First,5,,4.75,777V,Hyundai,8,0.0001439,,24.0,high,1120.0,Hatchback,70.0
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,5,,8.45,4OFH,Maruti,9,0.0002485,,28.09,high,1248.0,Sedan,88.5
Skoda Rapid Leisure 1.6 Tdi Mt,Kolkata,2012,55000,Diesel,Manual,First,5,,3.5,N6UF,Skoda,13,6.36e-05,,20.5,high,1598.0,Sedan,103.6
Hyundai Accent Crdi,Kochi,2006,160538,Diesel,Manual,First,5,,1.8,366M,Hyundai,19,1.12e-05,,13.1,medium,1493.0,Sedan,82.0
Volkswagen Polo Gt 1.5 Tdi,Jaipur,2014,60000,Diesel,Manual,Second,5,,3.7,D4H7,Volkswagen,11,6.17e-05,,19.91,high,1498.0,Sedan,103.6
Honda Jazz 1.2 Vx I Vtec,Coimbatore,2017,49575,Petrol,Manual,First,5,,7.17,8K6I,Honda,8,0.0001446,,18.7,high,1199.0,Hatchback,88.7
Hyundai I10 Era,Jaipur,2010,83000,Petrol,Manual,First,5,,1.75,WH7Z,Hyundai,15,2.11e-05,,19.81,high,1086.0,Hatchback,68.05
Hyundai Tucson 2.0 E-Vgt 2Wd At Gls,Kochi,2018,51346,Diesel,Automatic,First,5,,21.99,HHGF,Hyundai,7,0.0004283,,16.38,high,1995.0,SUV,183.0
Toyota Innova Crysta 2.4 Zx Mt,Pune,2017,43000,Diesel,Manual,First,7,25.52 Lakh,18.65,9QRW,Toyota,8,0.0004337,,13.68,medium,2393.0,SUV,147.8
Maruti Omni Mpi Cargo Bsiii W/ Immobiliser,Jaipur,2011,35000,Petrol,Manual,Third,5,,1.85,G4M9,Maruti,14,5.29e-05,,19.7,high,796.0,Hatchback,35.0
Maruti Swift Vxi Bsiv,Coimbatore,2017,27872,Petrol,Manual,Second,5,,5.95,G33T,Maruti,8,0.0002135,,20.4,high,1197.0,Hatchback,81.8
Hyundai Grand I10 Magna,Mumbai,2014,16514,Petrol,Manual,First,5,,3.75,TTQ3,Hyundai,11,0.0002271,,18.9,high,1197.0,Hatchback,82.0
Maruti Swift Vdi,Pune,2012,120000,Diesel,Manual,First,5,,3.75,XHIV,Maruti,13,3.12e-05,,22.9,high,1248.0,Sedan,74.0
Hyundai Verna Crdi 1.6 Sx,Hyderabad,2008,143275,Diesel,Manual,First,5,14.07 Lakh,2.6,5REL,Hyundai,17,1.81e-05,,22.0,high,1582.0,Sedan,126.2
Hyundai Santro Xing Xl,Hyderabad,2006,99000,Petrol,Manual,First,5,,1.75,6XK7,Hyundai,19,1.77e-05,,16.697117834394906,high,1086.0,Hatchback,97.10749623493976
Hyundai I20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,5,,2.8,9J8C,Hyundai,15,5.38e-05,,17.0,high,1197.0,Hatchback,80.0
Mercedes-Benz Gle 350D,Coimbatore,2017,29819,Diesel,Automatic,First,5,95.13 Lakh,61.29,A52T,Mercedes-Benz,8,0.0020554,,11.57,medium,2987.0,Luxury Car,254.79
Mercedes-Benz New C-Class C 220 Cdi Classic,Bangalore,2014,57000,Diesel,Manual,Second,5,,18.0,06S2,Mercedes-Benz,11,0.0003158,,15.8,high,2148.0,SUV,170.0
Maruti Ritz Zdi,Hyderabad,2014,88500,Diesel,Manual,First,5,,4.35,3481,Maruti,11,4.92e-05,,23.2,high,1248.0,Sedan,73.94
Hyundai Creta 1.6 Crdi Sx,Bangalore,2016,28000,Diesel,Manual,First,5,,13.75,4EP6,Hyundai,9,0.0004911,,19.67,high,1582.0,Sedan,126.2
Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,5,,2.0,E1A3,Maruti,15,2.99e-05,,19.0,high,998.0,Hatchback,66.1
Renault Duster 110Ps Diesel Rxz Option,Delhi,2016,26000,Diesel,Manual,First,5,,10.0,TJOL,Renault,9,0.0003846,,19.64,high,1461.0,Sedan,108.45
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,5,,1.65,T72I,Fiat,15,1.38e-05,,17.8,high,1248.0,Sedan,76.0
Bmw X3 Xdrive30D M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,5,,45.77,OPQD,Bmw,8,0.0008805,,16.55,high,2993.0,Luxury Car,258.0
Hyundai I10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,5,,3.25,U7NM,Hyundai,15,9.03e-05,,20.36,high,1197.0,Hatchback,78.9
Toyota Innova 2.5 G4 Diesel 7-Seater,Pune,2016,47000,Diesel,Manual,First,7,,12.8,W6AB,Toyota,9,0.0002723,,12.8,medium,2494.0,SUV,102.0
Maruti Zen Vxi Bsii,Mumbai,2002,60000,Petrol,Manual,Third,5,,0.55,5GIH,Maruti,23,9.2e-06,,17.3,high,993.0,Hatchback,60.0
Maruti Swift Vdi,Hyderabad,2018,31025,Diesel,Manual,First,5,,7.15,K2V1,Maruti,7,0.0002305,,28.4,high,1248.0,Sedan,74.0
Mahindra Scorpio Vlx 2.2 Mhawk Airbag Bsiv,Pune,2013,105000,Diesel,Manual,Second,8,,7.0,25TC,Mahindra,12,6.67e-05,,12.05,medium,2179.0,SUV,120.0
Tata Zest Quadrajet 1.3 75Ps Xe,Pune,2017,121900,Diesel,Manual,First,5,8.34 Lakh,3.75,KH4P,Tata,8,3.08e-05,,22.95,high,1248.0,Sedan,74.0
Ford Ecosport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,5,,8.5,4LP4,Ford,8,0.0003745,,18.88,high,999.0,Hatchback,123.24
Maruti Swift Dzire Zdi,Jaipur,2012,73000,Diesel,Manual,First,5,,4.35,EDYR,Maruti,13,5.96e-05,,23.4,high,1248.0,Sedan,74.0
Maruti Alto 800 Lxi,Kochi,2016,32227,Petrol,Manual,First,5,,3.26,VNF4,Maruti,9,0.0001012,,22.74,high,796.0,Hatchback,47.3
Honda City 1.5 S Mt,Jaipur,2011,55000,Petrol,Manual,First,5,,4.21,OWKF,Honda,14,7.65e-05,,17.0,high,1497.0,Sedan,118.0
Audi Q7 3.0 Tdi Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,7,,70.36,M2WH,Audi,7,0.0062337,,12.07,medium,2967.0,Luxury Car,241.4
Skoda Laura 1.9 Tdi At Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,5,,2.95,FKTD,Skoda,16,6.15e-05,,17.0,high,1896.0,SUV,105.0
Hyundai Verna 1.6 Sx Vtvt (O),Kochi,2012,54308,Petrol,Manual,First,5,,4.28,EL7C,Hyundai,13,7.88e-05,,17.1,high,1591.0,Sedan,121.3
Honda City 1.5 V At,Jaipur,2009,78442,Petrol,Automatic,First,5,,3.57,VQNK,Honda,16,4.55e-05,,16.8,high,1497.0,Sedan,118.0
Hyundai I20 Magna Optional 1.4 Crdi,Kolkata,2013,46000,Diesel,Manual,First,5,,3.11,E111,Hyundai,12,6.76e-05,,21.9,high,1396.0,Sedan,88.8
Hyundai I20 Sportz At 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,5,,5.96,MH4Y,Hyundai,11,0.0001323,,15.0,medium,1396.0,Sedan,98.6
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,5,,4.7,MKNV,Volkswagen,14,6.81e-05,,20.54,high,1598.0,Sedan,103.6
Honda City I Vtec Vx,Ahmedabad,2014,49000,Petrol,Manual,First,5,,6.9,KLWO,Honda,11,0.0001408,,17.4,high,1497.0,Sedan,117.3
Tata Zest Quadrajet 1.3 75Ps Xe,Pune,2018,45000,Diesel,Manual,First,5,8.34 Lakh,5.25,8C4L,Tata,7,0.0001167,,22.95,high,1248.0,Sedan,74.0
Bmw 5 Series 2003-2012 520D,Pune,2015,64000,Diesel,Automatic,First,5,,28.0,5MVQ,Bmw,10,0.0004375,,18.48,high,1995.0,SUV,177.0
Maruti Wagon R Lxi Minor,Delhi,2009,60000,Petrol,Manual,First,5,,1.35,6E09,Maruti,16,2.25e-05,,18.9,high,1061.0,Hatchback,67.0
Honda Jazz Vx,Delhi,2015,62178,Petrol,Manual,First,5,8.85 Lakh,4.85,NBY8,Honda,10,7.8e-05,,18.2,high,1199.0,Hatchback,88.7
Volkswagen Jetta 2007-2011 2.0 Tdi Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,5,,6.7,GNDY,Volkswagen,13,0.0001155,,15.0,medium,1896.0,SUV,105.0
Hyundai I10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,5,,3.1,BRPI,Hyundai,15,4.19e-05,,20.36,high,1197.0,Hatchback,78.9
Mercedes-Benz New C-Class C 220 Cdi Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,5,,18.64,QUAN,Mercedes-Benz,10,0.0002397,,19.27,high,2143.0,SUV,170.0
Hyundai I10 Magna 1.2 Itech Se,Pune,2012,45275,Petrol,Manual,First,5,,2.8,KAGR,Hyundai,13,6.18e-05,,20.36,high,1197.0,Hatchback,78.9
Toyota Innova Crysta 2.4 Zx Mt,Chennai,2016,48000,Diesel,Manual,First,7,25.4 Lakh,20.25,VR1Q,Toyota,9,0.0004219,,13.68,medium,2393.0,SUV,147.8
Audi A6 2011-2015 2.0 Tdi Technology,Kochi,2015,31652,Diesel,Automatic,First,5,,26.78,L7UY,Audi,10,0.0008461,,17.68,high,1968.0,SUV,174.33
Toyota Innova 2.5 Vx (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,7,,8.26,X7FU,Toyota,15,7.58e-05,,12.99,medium,2494.0,SUV,100.6
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,5,,3.89,BMKV,Volkswagen,10,0.0001216,,16.47,high,1198.0,Hatchback,73.9
Maruti Alto K10 Lxi,Hyderabad,2011,70000,Petrol,Manual,First,5,,2.1,A6N4,Maruti,14,3e-05,,20.92,high,998.0,Hatchback,67.1
